,#scale(0),id(1),desc_scale(2),desc_id(3),num_prog(4),pid(5),upid(6),desc_pid(7),phantom(8),sam_mvir(9),mvir(10),rvir(11),rs(12),vrms(13),mmp?(14),scale_of_last_MM(15),vmax(16),x(17),y(18),z(19),vx(20),vy(21),vz(22),Jx(23),Jy(24),Jz(25),Spin(26),Breadth_first_ID(27),Depth_first_ID(28),Tree_root_ID(29),Orig_halo_ID(30),Snap_num(31),Next_coprogenitor_depthfirst_ID(32),Last_progenitor_depthfirst_ID(33),Last_mainleaf_depthfirst_ID(34),Rs_Klypin,Mvir_all,M200b,M200c,M500c,M2500c,Xoff,Voff,Spin_Bullock,b_to_a,c_to_a,A[x],A[y],A[z],b_to_a(500c),c_to_a(500c),A[x](500c),A[y](500c),A[z](500c),T/|U|,M_pe_Behroozi,M_pe_Diemer
0,1.00035,3060299107,0.0,-1.0,6.0,-1.0,-1.0,-1.0,0.0,164300000000000.0,164300000000000.0,1133.583,112.873,965.65,1.0,0.2523,952.39,35.724990000000005,43.2765,17.712989999999998,48.16,-34.49,-82.51,1798000000000000.0,-944900000000000.0,-4756000000000000.0,0.02444,29078816.0,29078816.0,3060299107.0,1859298.0,180.0,-1.0,29235040.0,29078994.0,112.87299999999999,164400000000000.0,181910000000000.0,134390000000000.0,104130000000000.0,56707000000000.0,24.6404,58.66,0.02485,0.72158,0.58089,51.3941,-20.2019,17.9174,0.7429,0.53803,40.4987,-13.3887,17.0664,0.6102,182600000000000.0,89130000000000.0
1,0.99735,3046853662,1.00035,3060299107.0,10.0,-1.0,-1.0,-1.0,0.0,164167000000000.0,164200000000000.0,1134.78,112.828,966.02,1.0,0.2523,953.21,35.72316,43.278259999999996,17.715889999999998,50.2,-31.16,-80.15,1863000000000000.0,-945500000000000.0,-4756000000000000.0,0.02458,29078817.0,29078817.0,3060299107.0,1861190.0,179.0,29234560.0,29234559.0,29078994.0,112.82799999999999,164260000000000.0,181540000000000.0,134170000000000.0,103660000000000.0,56798000000000.0,27.0731,57.39,0.02502,0.7236,0.57934,49.7834,-19.5098,17.5481,0.74438,0.53537,39.2112,-12.8021,16.8692,0.6108,181700000000000.0,88760000000000.0
7,0.99435,3033258810,0.99735,3046853662.0,5.0,-1.0,-1.0,-1.0,0.0,164000000000000.0,164000000000000.0,1135.874,114.046,966.51,1.0,0.2523,954.06,35.72123,43.27956,17.71855,51.7,-27.84,-77.57,1916000000000000.0,-953100000000000.0,-4744000000000000.0,0.02465,29078823.0,29078818.0,3060299107.0,1699473.0,178.0,29233005.0,29233004.0,29078994.0,112.72,164070000000000.0,181190000000000.0,133930000000000.0,103300000000000.0,56969000000000.0,28.5939,56.09,0.02514,0.72602,0.57734,50.0137,-19.5065,17.7904,0.7503,0.53308,39.3799,-12.6008,17.2067,0.6116,180500000000000.0,88970000000000.0
22,0.99135,3019528841,0.99435,3033258810.0,2.0,-1.0,-1.0,-1.0,0.0,163833000000000.0,163800000000000.0,1136.935,113.725,967.06,1.0,0.2523,956.73,35.72034,43.279720000000005,17.72147,51.96,-26.37,-79.45,1935000000000000.0,-959300000000000.0,-4725000000000000.0,0.02465,29078838.0,29078819.0,3060299107.0,1866926.0,177.0,29232666.0,29232665.0,29078994.0,111.641,163880000000000.0,180830000000000.0,133710000000000.0,102960000000000.0,57368000000000.0,29.5303,55.16,0.02516,0.72848,0.57631,51.2411,-19.8596,18.367,0.7579,0.53809,40.2962,-12.5386,17.8539,0.6122,178800000000000.0,87950000000000.0
41,0.98835,3005814447,0.99135,3019528841.0,4.0,-1.0,-1.0,-1.0,0.0,163633000000000.0,163700000000000.0,1138.095,113.556,967.53,1.0,0.2523,959.51,35.7182,43.28002,17.72352,53.26,-21.22,-81.05,1952000000000000.0,-973500000000000.0,-4707000000000000.0,0.024640000000000002,29078857.0,29078820.0,3060299107.0,1869144.0,176.0,29232516.0,29232515.0,29078994.0,110.581,163720000000000.0,180430000000000.0,133380000000000.0,102550000000000.0,57693000000000.0,30.4274,52.01,0.02519,0.72987,0.5753699999999999,50.7165,-19.4906,18.250999999999998,0.75817,0.53868,39.8835,-11.9571,17.8206,0.613,177800000000000.0,87340000000000.0
61,0.98535,2992080974,0.98835,3005814447.0,10.0,-1.0,-1.0,-1.0,0.0,163433000000000.0,163400000000000.0,1139.065,113.559,967.75,1.0,0.2523,961.38,35.716770000000004,43.28004,17.72535,50.57,-16.32,-78.13,1986000000000000.0,-988600000000000.0,-4653000000000000.0,0.02454,29078877.0,29078821.0,3060299107.0,1872340.0,175.0,29232148.0,29232147.0,29078994.0,109.90700000000001,163490000000000.0,180040000000000.0,133010000000000.0,102090000000000.0,57765000000000.0,30.9607,47.11,0.02511,0.73218,0.5745600000000001,50.8396,-19.4276,18.3265,0.7600399999999999,0.5411600000000001,39.9782,-11.5845,18.0005,0.6134,177500000000000.0,86940000000000.0
84,0.98235,2978323309,0.98535,2992080974.0,3.0,-1.0,-1.0,-1.0,0.0,163167000000000.0,163200000000000.0,1140.046,113.84,967.88,1.0,0.2523,962.97,35.71566,43.2803,17.72739,49.27,-12.2,-70.74,2040000000000000.0,-1007000000000000.0,-4592000000000000.0,0.02446,29078900.0,29078822.0,3060299107.0,1875149.0,174.0,29231222.0,29231221.0,29078994.0,109.389,163260000000000.0,179740000000000.0,132710000000000.0,101330000000000.0,58182000000000.0,31.2981,45.31,0.02504,0.73523,0.57481,51.2,-19.4885,18.5233,0.76358,0.54457,40.1606,-11.2268,18.384,0.6136,176700000000000.0,86750000000000.0
116,0.97935,2964565118,0.98235,2978323309.0,2.0,-1.0,-1.0,-1.0,0.0,162933000000000.0,162900000000000.0,1140.966,113.96,967.94,1.0,0.2523,964.66,35.71376,43.28073,17.728270000000002,48.86,-12.32,-68.42,2076000000000000.0,-1014000000000000.0,-4554000000000000.0,0.02444,29078932.0,29078823.0,3060299107.0,1878304.0,173.0,29230775.0,29230774.0,29078994.0,108.79700000000001,163000000000000.0,179220000000000.0,132390000000000.0,100030000000000.0,58233000000000.0,32.0092,46.22,0.02504,0.73736,0.57525,50.907,-19.4764,18.4351,0.76557,0.54842,39.8267,-10.8899,18.4794,0.614,175700000000000.0,86610000000000.0
150,0.97635,2950798297,0.97935,2964565118.0,8.0,-1.0,-1.0,-1.0,0.0,162700000000000.0,162700000000000.0,1141.956,114.125,967.72,1.0,0.2523,964.62,35.71372,43.281,17.72997,49.29,-11.88,-66.79,2082000000000000.0,-1035000000000000.0,-4540000000000000.0,0.02447,29078966.0,29078824.0,3060299107.0,1880657.0,172.0,29230610.0,29230609.0,29078994.0,109.104,162780000000000.0,178820000000000.0,132120000000000.0,99370000000000.0,58285000000000.0,32.9821,47.25,0.0251,0.73817,0.57447,50.9939,-19.7301,18.2353,0.7671899999999999,0.55115,39.8928,-10.9577,18.4433,0.6142,175000000000000.0,86460000000000.0
185,0.97335,2937020096,0.97635,2950798297.0,10.0,-1.0,-1.0,-1.0,0.0,162500000000000.0,162500000000000.0,1142.947,114.171,967.18,1.0,0.2523,963.62,35.711909999999996,43.2814,17.73099,52.7,-19.76,-77.29,2039000000000000.0,-1058000000000000.0,-4527000000000000.0,0.0244,29079001.0,29078825.0,3060299107.0,1869695.0,171.0,29230013.0,29230012.0,29078994.0,109.90299999999999,162550000000000.0,178240000000000.0,131810000000000.0,98959000000000.0,58087000000000.0,33.696999999999996,51.78,0.02506,0.7377,0.57305,51.601000000000006,-20.2142,18.0838,0.7669699999999999,0.55335,40.3569,-11.2464,18.3706,0.6144,174600000000000.0,86230000000000.0
227,0.97035,2923232463,0.97335,2937020096.0,7.0,-1.0,-1.0,-1.0,0.0,162267000000000.0,162300000000000.0,1144.016,114.586,966.07,1.0,0.2523,962.14,35.710409999999996,43.28144,17.73225,54.22,-20.77,-79.32,2025000000000000.0,-1085000000000000.0,-4506000000000000.0,0.02435,29079043.0,29078826.0,3060299107.0,1885847.0,170.0,29228034.0,29228033.0,29078994.0,110.995,162370000000000.0,177930000000000.0,131390000000000.0,98576000000000.0,57734000000000.0,34.1945,53.49,0.02503,0.7362,0.57112,51.6632,-20.5922,17.4273,0.7660600000000001,0.55409,40.4621,-11.602,17.8425,0.6142,173800000000000.0,86140000000000.0
278,0.96735,2909435101,0.97035,2923232463.0,9.0,-1.0,-1.0,-1.0,0.0,162033000000000.0,162000000000000.0,1144.831,115.552,964.41,1.0,0.2523,960.34,35.708859999999994,43.281620000000004,17.73434,57.97,-19.85,-69.02,2081000000000000.0,-1096000000000000.0,-4493000000000000.0,0.02449,29079094.0,29078827.0,3060299107.0,1889116.0,169.0,29227447.0,29227446.0,29078994.0,112.14,162080000000000.0,177510000000000.0,130840000000000.0,98316000000000.0,57373000000000.0,35.1151,58.33,0.0252,0.73849,0.56881,50.9629,-20.769000000000002,16.8161,0.77066,0.55445,39.8677,-11.8651,17.4355,0.6138,172900000000000.0,86330000000000.0
335,0.96435,2895623605,0.96735,2909435101.0,5.0,-1.0,-1.0,-1.0,0.0,161767000000000.0,161800000000000.0,1145.943,117.314,962.07,1.0,0.2523,958.08,35.707370000000004,43.28136,17.73584,62.7,-9.42,-52.17,2165000000000000.0,-1092000000000000.0,-4502000000000000.0,0.024730000000000002,29079151.0,29078828.0,3060299107.0,1549427.0,168.0,29225364.0,29225363.0,29078994.0,113.713,161910000000000.0,177170000000000.0,130470000000000.0,98179000000000.0,56933000000000.0,35.453,63.88,0.025480000000000003,0.74025,0.56598,51.2486,-21.119,17.0211,0.77183,0.5533899999999999,39.9828,-12.0974,17.872,0.613,172000000000000.0,86910000000000.0
400,0.96135,2881798425,0.96435,2895623605.0,4.0,-1.0,-1.0,-1.0,0.0,161500000000000.0,161500000000000.0,1146.726,118.773,959.75,1.0,0.2523,954.45,35.70577,43.2816,17.73724,58.68,-3.58,-53.19,2157000000000000.0,-1127000000000000.0,-4452000000000000.0,0.02461,29079216.0,29078829.0,3060299107.0,1530231.0,167.0,29225160.0,29225159.0,29078994.0,115.887,161600000000000.0,176790000000000.0,130030000000000.0,97995000000000.0,56220000000000.0,36.453,58.45,0.02538,0.74054,0.56188,51.8788,-21.3718,17.4109,0.7723800000000001,0.55061,40.2906,-12.2184,18.379,0.6122,171000000000000.0,87340000000000.0
469,0.95835,2867958761,0.96135,2881798425.0,17.0,-1.0,-1.0,-1.0,0.0,161067000000000.0,161200000000000.0,1147.5,120.257,957.38,1.0,0.2523,951.87,35.7043,43.28233,17.73845,51.47,4.08,-52.97,2152000000000000.0,-1164000000000000.0,-4379000000000000.0,0.02441,29079285.0,29078830.0,3060299107.0,2861186.0,166.0,29224282.0,29224281.0,29078994.0,117.53200000000001,161300000000000.0,176440000000000.0,129590000000000.0,97763000000000.0,55622000000000.0,37.5556,51.4,0.02519,0.74062,0.55688,50.9228,-20.7066,17.2593,0.7733800000000001,0.54557,39.5411,-11.9349,18.204,0.6114,169700000000000.0,87740000000000.0
541,0.95235,2854054296,0.95835,2867958761.0,10.0,-1.0,-1.0,-1.0,0.0,160600000000000.0,160500000000000.0,1148.735,123.256,952.92,1.0,0.2523,948.12,35.702940000000005,43.28013,17.74159,41.93,6.78,-57.96,2084000000000000.0,-1201000000000000.0,-4196000000000000.0,0.02374,29079357.0,29078831.0,3060299107.0,1392105.0,165.0,29223043.0,29223042.0,29078994.0,119.95100000000001,160540000000000.0,175580000000000.0,128480000000000.0,97509000000000.0,54743000000000.0,36.6717,41.88,0.02453,0.74141,0.54674,53.0196,-20.6416,18.2006,0.77367,0.53675,41.0967,-12.23,18.8459,0.6096,166800000000000.0,88600000000000.0
629,0.94935,2840123005,0.95235,2854054296.0,8.0,-1.0,-1.0,-1.0,0.0,160100000000000.0,160100000000000.0,1149.387,123.611,950.67,1.0,0.2523,946.07,35.70244,43.27874,17.74319,40.43,5.43,-60.24,2045000000000000.0,-1216000000000000.0,-4109000000000000.0,0.02341,29079445.0,29078832.0,3060299107.0,1581115.0,164.0,29222035.0,29222034.0,29078994.0,121.31700000000001,160180000000000.0,175090000000000.0,127500000000000.0,97416000000000.0,54340000000000.0,35.8525,40.11,0.02419,0.74238,0.54252,53.1618,-19.8174,18.4597,0.7751100000000001,0.5351100000000001,41.1959,-11.9976,18.668,0.6086,165200000000000.0,88350000000000.0
724,0.94635,2826169907,0.94935,2840123005.0,5.0,-1.0,-1.0,-1.0,0.0,159667000000000.0,159700000000000.0,1149.863,124.994,948.73,1.0,0.2523,944.21,35.70138,43.27825,17.74512,37.52,8.68,-62.75,2016000000000000.0,-1208000000000000.0,-4025000000000000.0,0.02309,29079540.0,29078833.0,3060299107.0,1907857.0,163.0,29221154.0,29221153.0,29078994.0,122.499,159760000000000.0,174730000000000.0,126640000000000.0,97227000000000.0,54047000000000.0,35.7905,36.04,0.02387,0.74327,0.53868,53.18,-18.9817,18.6608,0.77572,0.53384,41.0028,-11.3468,18.8559,0.6078,163800000000000.0,88460000000000.0
825,0.94335,2812232580,0.94635,2826169907.0,7.0,-1.0,-1.0,-1.0,0.0,159033000000000.0,159200000000000.0,1150.299,126.057,947.24,1.0,0.2523,943.37,35.70102,43.27694,17.74612,40.03,11.67,-62.53,1963000000000000.0,-1210000000000000.0,-3980000000000000.0,0.02291,29079641.0,29078834.0,3060299107.0,1899930.0,162.0,29220788.0,29220787.0,29078994.0,123.052,159310000000000.0,174380000000000.0,126220000000000.0,96842000000000.0,53827000000000.0,35.2159,37.17,0.02369,0.74453,0.53662,52.5609,-18.1276,18.5791,0.77858,0.53408,40.2938,-10.7319,18.9363,0.6072,162500000000000.0,88630000000000.0
929,0.93735,2798229003,0.94335,2812232580.0,4.0,-1.0,-1.0,-1.0,0.0,158400000000000.0,158200000000000.0,1150.87,127.561,944.99,1.0,0.2523,940.31,35.69744,43.2766,17.75038,38.98,14.67,-66.59,1802000000000000.0,-1226000000000000.0,-3874000000000000.0,0.02242,29079745.0,29078835.0,3060299107.0,1666150.0,161.0,29220470.0,29220469.0,29078994.0,124.861,158310000000000.0,173620000000000.0,125710000000000.0,95714000000000.0,53137000000000.0,34.5089,32.84,0.023190000000000002,0.74416,0.5351600000000001,54.4376,-17.6015,19.5342,0.78204,0.53583,41.3573,-10.5621,19.886,0.6062,160900000000000.0,88350000000000.0
1037,0.93435,2784197683,0.93735,2798229003.0,7.0,-1.0,-1.0,-1.0,0.0,157767000000000.0,157800000000000.0,1151.246,127.906,944.08,1.0,0.2523,939.44,35.6953,43.27602,17.752489999999998,40.71,15.05,-72.25,1749000000000000.0,-1253000000000000.0,-3817000000000000.0,0.02223,29079853.0,29078836.0,3060299107.0,1893510.0,160.0,29220177.0,29220176.0,29078994.0,125.432,157850000000000.0,173180000000000.0,125480000000000.0,95315000000000.0,52908000000000.0,34.431999999999995,30.22,0.02299,0.74305,0.53466,54.0351,-17.0699,19.2649,0.78193,0.53786,40.9242,-10.3868,19.6071,0.6058,160100000000000.0,88100000000000.0
1145,0.93135,2770148824,0.93435,2784197683.0,7.0,-1.0,-1.0,-1.0,0.0,157267000000000.0,157300000000000.0,1151.505,127.854,943.31,1.0,0.2523,938.94,35.69613,43.27426,17.75385,40.21,17.04,-75.51,1724000000000000.0,-1263000000000000.0,-3739000000000000.0,0.02199,29079961.0,29078837.0,3060299107.0,1595668.0,159.0,29219539.0,29219538.0,29078994.0,125.708,157340000000000.0,172610000000000.0,125220000000000.0,94859000000000.0,52745000000000.0,32.9598,27.62,0.02274,0.74205,0.5341899999999999,53.0831,-16.4005,18.8284,0.7822100000000001,0.54098,40.0591,-10.0487,19.1476,0.6052,159100000000000.0,87750000000000.0
1259,0.92835,2756111248,0.93135,2770148824.0,8.0,-1.0,-1.0,-1.0,0.0,156667000000000.0,156700000000000.0,1151.587,127.919,942.58,1.0,0.2523,938.99,35.69605,43.2737,17.75585,38.04,20.32,-71.84,1745000000000000.0,-1277000000000000.0,-3633000000000000.0,0.02175,29080075.0,29078838.0,3060299107.0,1925804.0,158.0,29218995.0,29218994.0,29078994.0,125.53299999999999,156760000000000.0,172180000000000.0,124930000000000.0,94415000000000.0,52616000000000.0,32.247,28.09,0.02248,0.7417199999999999,0.53499,54.5254,-16.48,19.4013,0.7851100000000001,0.5455300000000001,40.9037,-10.0206,19.7475,0.6048,158300000000000.0,87450000000000.0
1378,0.92535,2742001845,0.92835,2756111248.0,3.0,-1.0,-1.0,-1.0,0.0,156000000000000.0,156000000000000.0,1151.388,127.463,941.9,1.0,0.2523,940.49,35.69563,43.273,17.7577,33.82,22.91,-69.31,1747000000000000.0,-1293000000000000.0,-3488000000000000.0,0.02134,29080194.0,29078839.0,3060299107.0,1928619.0,157.0,29218510.0,29218509.0,29078994.0,124.287,156090000000000.0,171540000000000.0,124750000000000.0,94178000000000.0,52778000000000.0,31.0963,27.18,0.02203,0.74069,0.53542,55.025,-16.2533,19.8016,0.78467,0.5475399999999999,41.1825,-9.92458,20.1135,0.6042,157500000000000.0,86910000000000.0
1505,0.92235,2727916415,0.92535,2742001845.0,7.0,-1.0,-1.0,-1.0,0.0,155300000000000.0,155300000000000.0,1151.222,127.204,941.53,1.0,0.2523,940.47,35.69572,43.27239,17.76039,29.02,24.31,-67.09,1769000000000000.0,-1306000000000000.0,-3317000000000000.0,0.02084,29080321.0,29078840.0,3060299107.0,1931107.0,156.0,29218193.0,29218192.0,29078994.0,124.01899999999999,155390000000000.0,170980000000000.0,124500000000000.0,93966000000000.0,52637000000000.0,29.7667,26.86,0.021509999999999998,0.74002,0.53589,54.8064,-15.8722,19.8823,0.78535,0.54919,40.8887,-9.62849,20.2023,0.604,156800000000000.0,86460000000000.0
1632,0.91935,2713815536,0.92235,2727916415.0,5.0,-1.0,-1.0,-1.0,0.0,154533000000000.0,154600000000000.0,1151.049,126.775,941.22,1.0,0.2523,939.84,35.695190000000004,43.270309999999995,17.762710000000002,26.8,25.42,-68.11,1788000000000000.0,-1342000000000000.0,-3119000000000000.0,0.02029,29080448.0,29078841.0,3060299107.0,1934683.0,155.0,29218041.0,29218040.0,29078994.0,124.124,154710000000000.0,170560000000000.0,124060000000000.0,93777000000000.0,52454000000000.0,26.9837,25.64,0.020909999999999998,0.73878,0.53587,55.5046,-15.9039,20.1444,0.78704,0.55062,41.3293,-9.5764,20.5292,0.6032,156000000000000.0,85990000000000.0
1763,0.91635,2699694164,0.91935,2713815536.0,5.0,-1.0,-1.0,-1.0,0.0,153567000000000.0,153700000000000.0,1150.193,125.832,941.06,1.0,0.2523,938.46,35.69415,43.26899,17.76599,27.26,26.45,-65.24,1887000000000000.0,-1350000000000000.0,-2808000000000000.0,0.01952,29080579.0,29078842.0,3060299107.0,1937813.0,154.0,29217843.0,29217842.0,29078994.0,124.279,153750000000000.0,170200000000000.0,123590000000000.0,93673000000000.0,52187000000000.0,23.5908,29.57,0.020069999999999998,0.73779,0.53581,55.6045,-15.6921,20.0961,0.78889,0.55186,41.3568,-9.313080000000001,20.5315,0.6024,155200000000000.0,85310000000000.0
1896,0.91335,2685555881,0.91635,2699694164.0,6.0,-1.0,-1.0,-1.0,0.0,152533000000000.0,152400000000000.0,1148.284,124.779,940.85,1.0,0.2523,938.36,35.693740000000005,43.26744,17.76814,28.86,21.42,-56.55,2042000000000000.0,-1365000000000000.0,-2336000000000000.0,0.01853,29080712.0,29078843.0,3060299107.0,1940236.0,153.0,29217377.0,29217376.0,29078994.0,123.012,152380000000000.0,169620000000000.0,123270000000000.0,93755000000000.0,52017000000000.0,19.8431,39.33,0.01898,0.73838,0.5354399999999999,54.8017,-15.2865,19.8764,0.7913,0.55118,40.8368,-9.06344,20.3475,0.601,154600000000000.0,84590000000000.0
2031,0.91035,2671394213,0.91335,2685555881.0,5.0,-1.0,-1.0,-1.0,0.0,151600000000000.0,151500000000000.0,1147.633,124.637,940.29,1.0,0.2523,937.06,35.69348,43.26663,17.77047,26.75,30.26,-60.4,2111000000000000.0,-1360000000000000.0,-2082000000000000.0,0.01804,29080847.0,29078844.0,3060299107.0,1932164.0,152.0,29216848.0,29216847.0,29078994.0,123.255,151520000000000.0,168930000000000.0,123110000000000.0,93852000000000.0,51794000000000.0,19.0635,37.95,0.01845,0.73964,0.53396,55.31100000000001,-15.1969,20.3141,0.79259,0.54756,41.2196,-8.90666,20.8441,0.6002,154100000000000.0,84340000000000.0
2171,0.90735,2657209779,0.91035,2671394213.0,8.0,-1.0,-1.0,-1.0,0.0,150900000000000.0,150900000000000.0,1147.438,125.12,939.68,1.0,0.2523,935.77,35.692679999999996,43.26619,17.77384,22.09,39.88,-66.15,2151000000000000.0,-1355000000000000.0,-1910000000000000.0,0.01775,29080987.0,29078845.0,3060299107.0,1947402.0,151.0,29216663.0,29216662.0,29078994.0,123.775,150870000000000.0,168150000000000.0,122820000000000.0,93864000000000.0,51529000000000.0,18.8366,37.81,0.01813,0.7381800000000001,0.53423,55.3924,-15.1497,20.5829,0.7893600000000001,0.54676,41.4189,-9.0668,20.6848,0.5996,153700000000000.0,84430000000000.0
2313,0.90435,2643006159,0.90735,2657209779.0,6.0,-1.0,-1.0,-1.0,0.0,150333000000000.0,150300000000000.0,1147.403,124.153,939.14,1.0,0.2523,934.88,35.69079,43.26518,17.77574,24.87,45.55,-66.84,2184000000000000.0,-1347000000000000.0,-1782000000000000.0,0.01759,29081129.0,29078846.0,3060299107.0,1938868.0,150.0,29216465.0,29216464.0,29078994.0,124.15299999999999,150280000000000.0,167330000000000.0,122470000000000.0,93869000000000.0,51264000000000.0,19.4505,40.1,0.01795,0.73679,0.53552,55.4631,-15.1274,20.6848,0.7848,0.5455300000000001,42.0084,-9.349910000000001,20.0367,0.599,153300000000000.0,83900000000000.0
2458,0.90135,2628780175,0.90435,2643006159.0,7.0,-1.0,-1.0,-1.0,0.0,149767000000000.0,149800000000000.0,1147.581,124.992,938.65,1.0,0.2523,933.47,35.68914,43.26377,17.77736,25.5,48.22,-63.95,2193000000000000.0,-1372000000000000.0,-1698000000000000.0,0.01754,29081274.0,29078847.0,3060299107.0,1953413.0,149.0,29215945.0,29215944.0,29078994.0,124.992,149770000000000.0,166590000000000.0,122220000000000.0,93899000000000.0,51015000000000.0,20.5453,43.53,0.0179,0.73622,0.53698,55.4772,-15.0503,20.8786,0.78141,0.54545,42.255,-9.52073,19.7741,0.5986,153000000000000.0,84240000000000.0
2605,0.89835,2614531064,0.90135,2628780175.0,6.0,-1.0,-1.0,-1.0,0.0,149388000000000.0,149200000000000.0,1147.557,125.732,938.21,1.0,0.2523,932.05,35.68659,43.26229,17.77814,25.58,49.55,-59.77,2213000000000000.0,-1387000000000000.0,-1625000000000000.0,0.017580000000000002,29081421.0,29078848.0,3060299107.0,1946531.0,148.0,29215240.0,29215239.0,29078994.0,125.73100000000001,149190000000000.0,165980000000000.0,121940000000000.0,93914000000000.0,50589000000000.0,22.3888,47.09,0.01793,0.73687,0.54067,54.4367,-14.637,20.877,0.77985,0.54837,41.6629,-9.38071,19.4275,0.598,152900000000000.0,84460000000000.0
2756,0.89535,2600259101,0.89835,2614531064.0,7.0,-1.0,-1.0,-1.0,0.0,148656000000000.0,148400000000000.0,1147.009,125.779,938.01,1.0,0.2523,930.28,35.683009999999996,43.26127,17.77845,21.38,51.19,-56.03,2223000000000000.0,-1378000000000000.0,-1515000000000000.0,0.017480000000000002,29081572.0,29078849.0,3060299107.0,1959596.0,147.0,29214727.0,29214726.0,29078994.0,126.37899999999999,148410000000000.0,165030000000000.0,121810000000000.0,93773000000000.0,50284000000000.0,24.7857,51.08,0.01779,0.73879,0.54466,54.756,-14.6568,21.3416,0.77977,0.55018,42.2337,-9.7058,19.3081,0.5974,152600000000000.0,84350000000000.0
2910,0.89235,2585962327,0.89535,2600259101.0,7.0,-1.0,-1.0,-1.0,0.0,147600000000000.0,147500000000000.0,1146.092,125.496,938.02,1.0,0.2523,930.34,35.68063,43.25951,17.77928,20.51,53.52,-53.95,2221000000000000.0,-1358000000000000.0,-1460000000000000.0,0.017480000000000002,29081726.0,29078850.0,3060299107.0,1963281.0,146.0,29214309.0,29214308.0,29078994.0,125.634,147490000000000.0,163820000000000.0,121700000000000.0,93638000000000.0,50203000000000.0,26.7695,52.84,0.017769999999999998,0.74006,0.54701,54.9602,-14.5486,21.7914,0.7770100000000001,0.54574,42.5688,-9.50384,19.5523,0.597,152100000000000.0,84060000000000.0
3067,0.88935,2571641009,0.89235,2585962327.0,6.0,-1.0,-1.0,-1.0,0.0,146900000000000.0,146900000000000.0,1145.957,125.468,938.2,1.0,0.2523,930.27,35.67823,43.25711,17.77993,20.87,54.92,-53.25,2226000000000000.0,-1348000000000000.0,-1393000000000000.0,0.01743,29081883.0,29078851.0,3060299107.0,1951027.0,145.0,29213498.0,29213497.0,29078994.0,125.46799999999999,146880000000000.0,162280000000000.0,121670000000000.0,93568000000000.0,50156000000000.0,28.95,53.66,0.01771,0.74131,0.54914,54.9681,-14.3902,22.1993,0.7771100000000001,0.54525,42.6856,-9.168389999999999,19.7723,0.597,151700000000000.0,83840000000000.0
3228,0.88635,2557296293,0.88935,2571641009.0,4.0,-1.0,-1.0,-1.0,0.0,146300000000000.0,146300000000000.0,1145.996,125.611,938.6,1.0,0.2523,929.89,35.67538,43.255,17.78089,23.9,57.02,-52.7,2224000000000000.0,-1339000000000000.0,-1360000000000000.0,0.01743,29082044.0,29078852.0,3060299107.0,1969530.0,144.0,29213304.0,29213303.0,29078994.0,125.611,146340000000000.0,160840000000000.0,121620000000000.0,93488000000000.0,49976000000000.0,31.4483,54.58,0.01771,0.7429100000000001,0.5512600000000001,55.526,-14.3046,22.7873,0.77657,0.5462199999999999,43.2377,-9.05222,20.1273,0.5972,151000000000000.0,83660000000000.0
3391,0.88335,2542928236,0.88635,2557296293.0,7.0,-1.0,-1.0,-1.0,0.0,145733000000000.0,145700000000000.0,1145.845,125.164,939.21,1.0,0.2523,930.26,35.674490000000006,43.25227,17.781229999999997,24.97,57.61,-53.55,2221000000000000.0,-1331000000000000.0,-1341000000000000.0,0.017490000000000002,29082207.0,29078853.0,3060299107.0,1972947.0,143.0,29212899.0,29212898.0,29078994.0,125.164,145730000000000.0,159790000000000.0,121570000000000.0,93331000000000.0,49944000000000.0,34.2421,54.22,0.017769999999999998,0.7450899999999999,0.55329,55.395,-13.977,23.4146,0.77623,0.54588,43.205,-8.68547,20.5736,0.5974,150200000000000.0,83210000000000.0
3557,0.88035,2528535360,0.88335,2542928236.0,4.0,-1.0,-1.0,-1.0,0.0,145233000000000.0,145200000000000.0,1145.948,124.615,940.1,1.0,0.2523,931.06,35.67522,43.24971,17.782510000000002,26.7,57.58,-53.19,2215000000000000.0,-1328000000000000.0,-1294000000000000.0,0.01744,29082373.0,29078854.0,3060299107.0,1976213.0,142.0,29212335.0,29212334.0,29078994.0,124.615,145220000000000.0,158960000000000.0,121520000000000.0,93176000000000.0,49984000000000.0,35.9396,53.78,0.01772,0.74649,0.5552,55.306999999999995,-13.7017,23.8754,0.77603,0.54742,43.217,-8.392389999999999,20.8626,0.5978,149600000000000.0,82670000000000.0
3729,0.87735,2514116744,0.88035,2528535360.0,5.0,-1.0,-1.0,-1.0,0.0,144767000000000.0,144800000000000.0,1146.175,124.136,941.13,1.0,0.2523,931.89,35.67477,43.24775,17.78425,26.73,60.64,-53.75,2229000000000000.0,-1325000000000000.0,-1253000000000000.0,0.017509999999999998,29082545.0,29078855.0,3060299107.0,1979559.0,141.0,29211887.0,29211886.0,29078994.0,124.13600000000001,144760000000000.0,158240000000000.0,121550000000000.0,92936000000000.0,50020000000000.0,37.3742,55.02,0.01778,0.74678,0.5563600000000001,54.9338,-13.4531,24.0975,0.77683,0.5483,42.9886,-8.13916,20.8969,0.5982,149000000000000.0,82150000000000.0
